Transaction_ID,User_ID,Customer_Name,Gender,Age,Occupation,City,Transaction_Date,Month,Year,Expense_Category,Merchant,Expense_Amount,Monthly_Income,Budget_Allocated,Estimated_Savings,Expense_to_Income_Percent,Payment_Method,Transaction_Status,Recurring_Expense,Credit_Score,User_Rating,Budget_Risk_Level
4071,USR104071,Tristan Bava,Male,28.0,Student,Pune,2024-07-23,July,2024.0,Utilities,Jio,1797.0,23428.0,36600.59,18738.0,7.44,Debit Card,Completed,Yes,660.0,3.2,Low
4072,USR104072,Aryan Goyal,Male,25.0,Designer,Pune,2026-03-10,March,2026.0,Entertainment,Swiggy,2777.0,32538.0,23338.83,27757.0,8.53,UPI,Completed,No,543.0,3.7,Low
4073,USR104073,Arya Mani,Female,23.0,Student,Chennai,2024-06-18,June,2024.0,Food,Ola,6900.0,152408.0,36600.59,140963.0,4.53,UPI,Completed,No,601.0,4.0,Low
4074,USR104074,Upadhriti Randhawa,Male,45.0,Designer,Coimbatore,2024-02-11,July,2024.0,Food,Swiggy,5578.0,44199.0,21811.77,47297.0,7.44,Cash,Completed,No,746.0,3.4,Low
4075,USR104075,Zashil Kibe,Female,51.0,Doctor,Hyderabad,2026-02-15,June,2026.0,Food,Restaurant,5146.0,152457.0,97579.37,139463.0,3.38,UPI,Completed,No,862.0,3.3,Low
4076,USR104076,Pratyush Soman,Female,32.0,Teacher,Bengaluru,2026-01-11,January,2026.0,Shopping,Swiggy,4922.0,61641.0,41347.98,50818.0,7.44,Net Banking,Completed,Yes,480.0,3.8,Low
4077,USR100029,Tanveer Mohan,Female,21.0,Sales Executive,Hyderabad,2026-07-22,July,2026.0,Food,Pharmacy,6451.0,61499.0,39052.15,46763.0,7.44,Wallet,Completed,No,887.0,4.0,Low
4078,USR104078,Arjun More,Male,56.0,Teacher,Bengaluru,2023-01-09,January,2023.0,Food,Restaurant,6776.0,98693.0,44426.79,84319.0,6.87,Wallet,Completed,No,599.0,3.3,Low
4079,USR104079,Hardik Pandit,Male,51.0,Teacher,Delhi,2024-02-11,November,2024.0,Education,Udemy,4922.0,26460.0,36600.59,14228.0,17.66,Wallet,Completed,Yes,770.0,3.8,Low
4080,USR104080,Pratyush Soman,Female,36.0,Business Owner,Coimbatore,2024-02-11,July,2024.0,Food,Swiggy,1353.0,100692.0,51721.58,88535.0,1.34,Wallet,Completed,No,445.0,3.9,Low
4081,USR104081,Dalaja Bhatnagar,Female,60.0,Student,Kochi,2026-07-10,June,2026.0,Shopping,Reliance,6093.0,102129.0,70419.14,92204.0,5.97,Wallet,Completed,No,520.0,3.6,Low
4082,USR104082,Pratyush Soman,Male,27.0,Teacher,Bengaluru,2023-08-28,June,2024.0,Healthcare,Pharmacy,5913.0,26802.0,19976.5,10074.0,7.44,Debit Card,Completed,No,412.0,4.5,Medium
4084,USR104084,Harinakshi Mangat,Female,39.0,Designer,Mumbai,2023-04-28,April,2023.0,Food,Zomato,1767.0,25332.0,14608.55,11658.0,6.98,Wallet,Completed,No,709.0,3.4,Low
4085,USR100029,Gautam Sha,Male,43.0,Software Engineer,Hyderabad,2024-02-11,February,2024.0,Education,Udemy,6518.0,101301.0,49690.67,82958.0,6.43,Wallet,Completed,Yes,689.0,4.6,Low
4086,USR104086,Guneet Sathe,Male,20.0,Designer,Chennai,2026-02-25,February,2026.0,Shopping,Amazon,4922.0,44714.0,26476.71,37622.0,9.76,Net Banking,Completed,Yes,398.0,4.9,Low
4087,USR104087,Mitesh Ghosh,Female,39.0,Software Engineer,Mumbai,2024-02-11,April,2024.0,Insurance,HDFC Ergo,1113.0,148526.0,84353.8,139406.0,0.75,Credit Card,Completed,Yes,850.0,3.1,Low
4088,USR104088,Samesh Chad,Female,26.0,Software Engineer,Coimbatore,2023-01-07,January,2023.0,Healthcare,Apollo,1548.0,81466.0,45401.61,76542.0,1.9,Cash,Completed,No,423.0,4.0,Low
4089,USR100029,Chandresh Mitra,Female,29.0,Analyst,Delhi,2023-05-26,May,2023.0,Shopping,Amazon,4922.0,78173.0,38333.62,47297.0,2.29,Wallet,Completed,Yes,563.0,3.3,Low
4090,USR104090,Pranav Hora,Female,23.0,Designer,Delhi,2023-07-22,July,2023.0,Transport,Uber,4922.0,36504.0,17729.65,28154.0,13.82,Cash,Completed,Yes,467.0,3.4,Low
4091,USR104091,Manan Sridhar,Male,42.0,Doctor,Bengaluru,2023-07-13,June,2023.0,Shopping,Reliance,3473.0,44223.0,29428.06,29291.0,7.85,Net Banking,Completed,Yes,607.0,2.8,Low
4092,USR100029,Rachit Soni,Male,50.0,Business Owner,Hyderabad,2026-04-09,June,2026.0,Food,Restaurant,4908.0,32452.0,36600.59,47297.0,15.12,Credit Card,Completed,Yes,480.0,3.8,Low
4094,USR104094,Geetika Chand,Female,27.0,Teacher,Hyderabad,2026-02-05,February,2026.0,Utilities,Swiggy,7426.0,58271.0,34248.28,47693.0,12.74,Debit Card,Completed,Yes,485.0,3.8,Low
4095,USR104095,Vedhika Raj,Female,39.0,Teacher,Bengaluru,2025-03-09,March,2025.0,Food,Restaurant,7463.0,60039.0,29715.18,40957.0,12.53,Credit Card,Completed,Yes,784.0,3.8,Low
4097,USR104097,Ekbal Sharaf,Female,22.0,Teacher,Coimbatore,2024-04-12,June,2024.0,Shopping,Flipkart,5920.0,24867.0,13750.55,9981.0,23.81,Credit Card,Completed,No,626.0,2.6,Medium
4098,USR104098,Noah Narula,Female,54.0,Business Owner,Delhi,2023-08-07,August,2023.0,Entertainment,Swiggy,4237.0,151734.0,112752.77,139747.0,2.79,Net Banking,Completed,Yes,384.0,2.7,Low
4099,USR100029,Pratyush Soman,Female,37.0,Sales Executive,Chennai,2025-04-22,April,2025.0,Food,Zomato,148.0,27609.0,19580.74,24826.0,0.54,Debit Card,Completed,No,654.0,5.0,Low
4100,USR104100,Gunbir Padmanabhan,Female,33.0,Software Engineer,Pune,2024-12-31,December,2024.0,Utilities,TNEB,2723.0,60039.0,108214.92,139730.0,1.79,Credit Card,Completed,Yes,880.0,2.9,Low
4101,USR104101,Balendra Panchal,Female,39.0,Student,Bengaluru,2025-02-18,February,2025.0,Food,Flipkart,7208.0,42196.0,23583.3,24104.0,17.08,UPI,Completed,No,882.0,2.9,Low
4102,USR104102,Ronith Chokshi,Male,54.0,Student,Coimbatore,2024-02-11,November,2024.0,Travel,IndiGo,7311.0,81123.0,54594.59,67260.0,9.01,Credit Card,Completed,Yes,414.0,3.8,Low
4103,USR100029,Eiravati Toor,Female,56.0,Sales Executive,Coimbatore,2024-02-10,February,2024.0,Rent,Apartment,6841.0,60039.0,85028.18,132487.0,4.61,Wallet,Completed,Yes,626.0,4.9,Low
4104,USR100029,Atharv Sangha,Male,42.0,Sales Executive,Kochi,2024-06-01,June,2024.0,Food,Metro,7173.0,22039.0,36600.59,8529.0,32.55,Net Banking,Completed,Yes,609.0,2.9,Medium
4107,USR104107,Ronith Nath,Female,40.0,Business Owner,Bengaluru,2024-04-16,April,2024.0,Rent,Landlord,8047.0,82398.0,44468.84,66963.0,9.77,UPI,Pending,Yes,504.0,3.8,Low
4108,USR104108,Peter Thaker,Female,33.0,Student,Hyderabad,2026-02-18,June,2026.0,Food,Swiggy,2056.0,32113.0,23719.99,20844.0,6.4,Net Banking,Pending,Yes,518.0,3.9,Low
4109,USR104109,Yashawini Chaudhuri,Male,56.0,Doctor,Bengaluru,2023-04-05,June,2023.0,Entertainment,PVR,4922.0,60039.0,33887.11,47644.0,2.03,Cash,Completed,Yes,823.0,4.9,Low
4110,USR100029,Kevin Choudhury,Male,31.0,Sales Executive,Pune,2024-09-17,September,2024.0,Transport,Uber,4705.0,57755.0,42776.34,44309.0,8.15,Wallet,Completed,No,357.0,4.9,Low
4111,USR104111,Wridesh Pathak,Male,59.0,Software Engineer,Pune,2023-07-02,July,2023.0,Utilities,TNEB,6952.0,33255.0,36600.59,17816.0,20.91,Wallet,Completed,Yes,626.0,4.6,Medium
4112,USR104112,Ojasvi Sridhar,Female,25.0,Designer,Chennai,2026-04-29,April,2024.0,Food,Swiggy,4922.0,60039.0,16826.54,20119.0,17.11,Debit Card,Completed,No,522.0,3.1,Low
4113,USR104113,Pratyush Soman,Male,33.0,Business Owner,Chennai,2026-05-02,May,2024.0,Insurance,LIC,6131.0,25072.0,13055.85,9888.0,24.45,Wallet,Completed,Yes,690.0,3.8,Medium
4114,USR104114,Nirja Rajagopal,Female,26.0,Software Engineer,Pune,2026-03-25,March,2026.0,Food,Restaurant,962.0,37857.0,22770.44,32108.0,2.54,Wallet,Completed,No,602.0,2.5,Low
4115,USR104115,Yug Ahluwalia,Female,25.0,Doctor,Chennai,2024-01-02,January,2024.0,Transport,Metro,3213.0,45239.0,28878.61,32994.0,7.1,Net Banking,Completed,No,563.0,4.8,Low
4117,USR104117,Ridhi Agarwal,Female,31.0,Teacher,Coimbatore,2024-05-20,May,2024.0,Food,Swiggy,4922.0,82727.0,57267.15,47297.0,7.44,Wallet,Completed,No,738.0,4.2,Low
4118,USR104118,Ranbir Kibe,Female,28.0,Student,Pune,2024-05-20,May,2024.0,Shopping,Flipkart,2239.0,77969.0,38887.83,47297.0,2.87,Cash,Completed,No,890.0,3.9,Low
4119,USR104119,Pratyush Soman,Female,50.0,Analyst,Kochi,2025-09-15,June,2025.0,Food,Restaurant,7303.0,45014.0,33085.22,26419.0,16.22,Cash,Completed,Yes,482.0,3.8,Low
4120,USR104120,Waida Reddy,Female,20.0,Teacher,Bengaluru,2024-01-08,January,2024.0,Travel,Swiggy,4922.0,46199.0,25272.24,25232.0,26.76,UPI,Completed,No,626.0,3.7,Medium
4121,USR104121,Omisha Barman,Male,40.0,Designer,Chennai,2025-05-25,May,2025.0,Food,Zomato,6358.0,36260.0,26519.45,47297.0,17.53,Cash,Completed,No,657.0,4.2,Low
4122,USR104122,Nidhi Mani,Female,45.0,Teacher,Pune,2023-04-25,April,2023.0,Education,Coursera,3489.0,47834.0,36600.59,32420.0,7.29,Cash,Completed,Yes,501.0,3.5,Low
4123,USR104123,Kashish Kapadia,Male,38.0,Designer,Pune,2025-10-18,October,2024.0,Food,Ola,1178.0,33395.0,36600.59,29172.0,7.44,Credit Card,Completed,Yes,691.0,3.1,Low
4124,USR104124,Watika Subramaniam,Male,57.0,Business Owner,Kochi,2024-02-11,June,2026.0,Food,Swiggy,4922.0,151006.0,69155.52,146669.0,0.31,Wallet,Completed,Yes,835.0,4.6,Low
4125,USR104125,Triveni Sharaf,Female,19.0,Analyst,Pune,2023-01-26,January,2023.0,Entertainment,PVR,4172.0,22641.0,10925.37,47297.0,18.43,Net Banking,Completed,No,590.0,3.6,Low
4127,USR104127,Pratyush Soman,Male,50.0,Software Engineer,Pune,2025-03-17,March,2025.0,Travel,IRCTC,9287.0,100788.0,65750.17,86694.0,9.21,Credit Card,Completed,Yes,775.0,4.8,Low
4128,USR104128,Banjeet Bhagat,Female,44.0,Doctor,Bengaluru,2025-06-24,June,2025.0,Food,Zomato,7458.0,60039.0,16703.75,14461.0,7.44,Debit Card,Completed,Yes,626.0,3.3,Medium
4130,USR104130,Kabir Datta,Female,32.0,Designer,Coimbatore,2024-05-17,May,2024.0,Transport,Metro,6808.0,147931.0,83462.66,47297.0,4.6,Debit Card,Completed,Yes,831.0,3.8,Low
4132,USR104132,Farhan Atwal,Female,23.0,Teacher,Pune,2025-04-24,April,2025.0,Travel,IRCTC,4922.0,148464.0,36600.59,115814.0,14.21,Wallet,Completed,No,420.0,3.8,Low
4133,USR104133,Jyoti Rattan,Male,37.0,Software Engineer,Bengaluru,2026-05-04,May,2026.0,Food,Swiggy,1094.0,34318.0,19696.35,24500.0,3.19,Wallet,Completed,Yes,874.0,4.1,Low
4134,USR104134,Udarsh Shukla,Male,18.0,Teacher,Coimbatore,2023-06-10,June,2023.0,Food,Landlord,6499.0,35512.0,22284.91,24398.0,18.3,Cash,Completed,Yes,405.0,2.9,Low
4135,USR104135,Vidhi Bava,Female,46.0,Doctor,Chennai,2026-04-05,April,2026.0,Transport,Ola,3609.0,34716.0,22761.12,47297.0,10.4,Net Banking,Completed,Yes,550.0,4.8,Low
4136,USR104136,Ishanvi Ganesh,Male,39.0,Business Owner,Mumbai,2024-02-11,March,2026.0,Food,Zomato,4098.0,60039.0,36600.59,133407.0,2.75,UPI,Completed,No,541.0,3.1,Low
4137,USR104137,Champak Aurora,Male,60.0,Analyst,Pune,2023-07-16,June,2023.0,Food,IRCTC,9232.0,58877.0,41179.62,40784.0,15.68,Wallet,Completed,No,626.0,4.2,Low
4139,USR104139,Prisha Dara,Male,45.0,Software Engineer,Mumbai,2023-09-26,September,2024.0,Education,Udemy,2584.0,32335.0,19783.69,47297.0,7.99,Debit Card,Completed,Yes,443.0,3.8,Low
4140,USR104140,Anita Tata,Female,33.0,Teacher,Bengaluru,2024-11-15,November,2024.0,Food,Swiggy,3159.0,27162.0,14890.28,19976.0,11.63,UPI,Completed,Yes,658.0,3.4,Low
4141,USR104141,Jatin Koshy,Female,60.0,Teacher,Bengaluru,2023-03-10,June,2023.0,Utilities,Airtel,357.0,100163.0,45531.72,96471.0,7.44,Credit Card,Completed,Yes,626.0,3.8,Low
4143,USR104143,Ojas Kamdar,Female,21.0,Business Owner,Pune,2024-02-11,October,2025.0,Insurance,HDFC Ergo,960.0,26779.0,36600.59,16732.0,3.58,Wallet,Completed,Yes,640.0,3.8,Low
4144,USR104144,Chakradhar Koshy,Female,19.0,Software Engineer,Bengaluru,2024-08-23,August,2024.0,Travel,IRCTC,12764.0,59830.0,41754.62,41762.0,21.33,Debit Card,Completed,Yes,809.0,4.5,Low
4145,USR104145,Tanmayi Korpal,Male,23.0,Software Engineer,Bengaluru,2024-02-11,February,2024.0,Food,Udemy,7230.0,23337.0,14697.54,13920.0,30.98,UPI,Completed,Yes,374.0,3.4,Medium
4146,USR104146,Widisha Mutti,Female,44.0,Business Owner,Coimbatore,2024-09-02,June,2024.0,Transport,Ola,4905.0,24245.0,14442.36,11375.0,20.23,Wallet,Completed,Yes,779.0,4.2,Low
4147,USR104147,Diya Palla,Male,39.0,Designer,Hyderabad,2026-04-28,April,2026.0,Healthcare,Apollo,4922.0,151282.0,111745.44,139414.0,2.79,Net Banking,Completed,No,605.0,4.6,Low
4148,USR104148,Pratyush Soman,Female,40.0,Student,Delhi,2025-04-24,June,2025.0,Insurance,HDFC Ergo,4922.0,79049.0,49414.62,73989.0,1.33,Cash,Completed,Yes,470.0,3.1,Low
4149,USR104149,Yashoda D’Alia,Male,19.0,Teacher,Pune,2023-07-14,June,2023.0,Transport,Ola,4922.0,103000.0,75335.13,85738.0,6.48,UPI,Completed,Yes,837.0,3.4,Low
4150,USR104150,Anay Patla,Female,49.0,Business Owner,Mumbai,2026-07-05,July,2026.0,Food,Swiggy,3932.0,32269.0,36600.59,24850.0,7.44,Debit Card,Completed,Yes,626.0,4.4,Low
4151,USR104151,Pratyush Soman,Male,39.0,Teacher,Chennai,2025-01-28,January,2025.0,Food,Restaurant,6327.0,24253.0,36600.59,12305.0,26.09,Credit Card,Pending,No,688.0,2.7,Low
4154,USR104154,Aarnav Lall,Male,39.0,Analyst,Pune,2024-02-11,November,2025.0,Entertainment,Netflix,2031.0,35233.0,16443.56,23312.0,5.76,UPI,Completed,No,504.0,2.9,Low
4155,USR100029,Netra Nanda,Female,21.0,Business Owner,Bengaluru,2024-08-14,August,2024.0,Shopping,Amazon,1806.0,26352.0,36600.59,20685.0,6.85,Debit Card,Completed,No,884.0,4.9,Low
4157,USR100029,Udarsh Tandon,Male,29.0,Business Owner,Delhi,2025-06-18,June,2024.0,Food,Restaurant,2027.0,60039.0,19221.17,25086.0,5.69,Debit Card,Completed,Yes,629.0,4.4,Low
4158,USR104158,Gauri Dhar,Female,36.0,Student,Pune,2024-11-27,November,2024.0,Utilities,Jio,2629.0,25782.0,18974.78,12264.0,7.44,Debit Card,Completed,Yes,774.0,4.6,Low
4159,USR104159,Samuel Virk,Male,53.0,Designer,Mumbai,2023-02-10,June,2023.0,Utilities,TNEB,4922.0,57410.0,26296.18,47007.0,7.93,Wallet,Completed,Yes,779.0,2.6,Low
4160,USR104160,Zehaan Jhaveri,Female,51.0,Analyst,Mumbai,2025-02-25,February,2025.0,Food,Restaurant,7553.0,44182.0,32807.7,29730.0,7.44,UPI,Completed,No,367.0,4.1,Low
4161,USR104161,Jeremiah Natt,Female,39.0,Software Engineer,Chennai,2024-02-11,June,2024.0,Food,Swiggy,2756.0,36758.0,20393.44,28233.0,7.44,Credit Card,Completed,Yes,626.0,4.5,Low
4162,USR104162,Ladli Randhawa,Male,18.0,Doctor,Bengaluru,2024-02-11,June,2023.0,Utilities,Jio,6773.0,33670.0,23181.42,21811.0,20.12,Credit Card,Completed,Yes,680.0,3.8,Medium
4163,USR104163,Wriddhish Oak,Male,58.0,Analyst,Hyderabad,2025-08-10,August,2024.0,Education,Udemy,813.0,97119.0,47243.69,90274.0,0.84,UPI,Completed,Yes,650.0,3.7,Low
4164,USR104164,Sarthak Solanki,Female,33.0,Analyst,Mumbai,2024-02-11,June,2023.0,Insurance,Swiggy,1826.0,82534.0,50003.32,76533.0,2.21,Net Banking,Completed,Yes,362.0,3.6,Low
4165,USR104165,Megha Mutti,Female,24.0,Doctor,Bengaluru,2023-02-26,February,2023.0,Education,Udemy,4810.0,59157.0,29277.97,51301.0,8.13,Cash,Completed,Yes,698.0,4.6,Low
4166,USR104166,Pratyush Soman,Female,44.0,Teacher,Delhi,2024-07-20,July,2024.0,Healthcare,Apollo,4922.0,152886.0,84364.25,141288.0,3.07,Debit Card,Completed,No,727.0,3.2,Low
4167,USR104167,Udyati Ratta,Female,39.0,Business Owner,Kochi,2024-02-11,November,2024.0,Healthcare,Apollo,7996.0,60039.0,90047.94,134976.0,5.33,Wallet,Completed,Yes,827.0,2.9,Low
4168,USR104168,Thomas Gour,Female,35.0,Software Engineer,Pune,2024-02-11,January,2023.0,Entertainment,Netflix,4117.0,34740.0,23366.44,27170.0,11.85,Wallet,Completed,No,684.0,5.0,Low
4170,USR104170,Devansh Lal,Female,21.0,Sales Executive,Pune,2025-06-25,June,2025.0,Food,Swiggy,1794.0,43276.0,36600.59,39019.0,7.44,UPI,Completed,No,626.0,3.2,Low
4171,USR104171,Aayush Shan,Male,51.0,Analyst,Pune,2023-03-09,March,2023.0,Food,Swiggy,1002.0,32977.0,22918.15,27910.0,3.04,Wallet,Pending,No,821.0,3.8,Low
4172,USR104172,Amaira Dyal,Female,18.0,Analyst,Mumbai,2024-02-11,February,2023.0,Rent,Apartment,9916.0,102726.0,56652.49,85688.0,9.65,Net Banking,Completed,Yes,626.0,3.3,Low
4173,USR104173,Pratyush Soman,Female,51.0,Designer,Kochi,2023-03-12,March,2023.0,Food,Swiggy,4955.0,47517.0,23539.39,47297.0,10.43,UPI,Completed,Yes,871.0,2.5,Low
4174,USR104174,Onveer Dua,Male,57.0,Student,Chennai,2024-02-11,February,2024.0,Shopping,Reliance,2138.0,34768.0,23676.95,28976.0,6.15,Wallet,Completed,Yes,875.0,4.0,Low
4175,USR100029,Ekbal Sem,Female,24.0,Sales Executive,Pune,2023-07-31,July,2023.0,Transport,Ola,7153.0,22604.0,36600.59,12022.0,31.64,Debit Card,Completed,No,440.0,4.3,Medium
4176,USR104176,Quincy Arora,Male,37.0,Analyst,Kochi,2023-03-22,March,2023.0,Food,Restaurant,7843.0,24582.0,15749.59,10426.0,7.44,Net Banking,Completed,Yes,471.0,3.0,Low
4177,USR104177,Ishwar Hari,Female,33.0,Teacher,Chennai,2024-03-02,March,2024.0,Food,LIC,1522.0,151805.0,69773.95,147902.0,7.44,Credit Card,Completed,Yes,811.0,4.9,Low
4178,USR104178,Ekani Vyas,Male,51.0,Analyst,Pune,2025-12-14,December,2025.0,Food,Swiggy,6554.0,149859.0,96779.27,131659.0,4.37,UPI,Completed,Yes,424.0,3.8,Low
4179,USR100029,Pratyush Soman,Male,27.0,Doctor,Pune,2023-12-18,December,2023.0,Rent,Apartment,5324.0,98742.0,36600.59,90871.0,5.39,Cash,Completed,Yes,492.0,4.8,Low
4180,USR104180,Pratyush Soman,Male,44.0,Designer,Delhi,2024-02-11,June,2023.0,Utilities,Airtel,298.0,35885.0,25087.51,28706.0,0.83,Net Banking,Completed,Yes,517.0,3.1,Low
4181,USR104181,Ishaan D’Alia,Female,22.0,Teacher,Delhi,2023-01-17,January,2023.0,Transport,Swiggy,6039.0,60039.0,14501.37,16234.0,23.63,Wallet,Completed,Yes,510.0,4.9,Medium
4182,USR104182,Urvi Panchal,Female,34.0,Sales Executive,Pune,2024-02-11,February,2024.0,Healthcare,Pharmacy,4336.0,97603.0,44447.89,82332.0,4.44,Net Banking,Completed,Yes,363.0,4.7,Low
4183,USR104183,Pratyush Soman,Female,45.0,Sales Executive,Delhi,2024-04-10,April,2024.0,Shopping,Flipkart,457.0,100129.0,53244.64,47297.0,0.46,Wallet,Completed,Yes,632.0,3.9,Low
4184,USR104184,Pratyush Soman,Female,59.0,Teacher,Pune,2023-08-02,August,2023.0,Shopping,Reliance,2801.0,26497.0,16557.39,18605.0,10.57,Net Banking,Completed,No,889.0,4.6,Low
4185,USR104185,Pratyush Soman,Female,30.0,Teacher,Mumbai,2024-01-15,January,2024.0,Food,Restaurant,799.0,102561.0,71883.18,96041.0,0.78,Wallet,Completed,No,576.0,3.8,Low
4186,USR104186,Nandini Wadhwa,Female,28.0,Designer,Bengaluru,2024-02-11,December,2024.0,Food,Swiggy,6635.0,78315.0,43315.7,63691.0,8.47,Credit Card,Completed,Yes,435.0,4.2,Low
4187,USR100029,Vedant Virk,Female,38.0,Student,Kochi,2025-01-10,January,2025.0,Food,Pharmacy,4831.0,101025.0,59144.4,90258.0,4.78,Debit Card,Completed,No,672.0,3.4,Low
4188,USR104188,Varenya Kunda,Female,20.0,Teacher,Chennai,2024-04-05,April,2024.0,Transport,Ola,4902.0,60039.0,52896.14,72679.0,5.97,Cash,Completed,Yes,396.0,3.8,Low
4190,USR104190,Unnati Verma,Female,39.0,Designer,Chennai,2024-08-06,August,2024.0,Entertainment,Netflix,5729.0,36221.0,26281.9,24017.0,15.82,Credit Card,Completed,Yes,748.0,3.6,Low
4191,USR104191,Isaac Bora,Male,22.0,Teacher,Hyderabad,2024-01-03,January,2024.0,Education,Udemy,5433.0,60039.0,56372.84,83691.0,5.52,Wallet,Completed,Yes,852.0,2.7,Low
4192,USR104192,Pratyush Soman,Male,49.0,Teacher,Pune,2023-11-09,November,2023.0,Transport,Metro,6463.0,101327.0,72170.66,87553.0,6.38,Wallet,Completed,Yes,778.0,3.3,Low
4193,USR104193,Jackson Doshi,Male,32.0,Software Engineer,Hyderabad,2025-08-30,June,2025.0,Entertainment,Swiggy,5766.0,60039.0,65302.24,83637.0,5.9,Cash,Completed,No,635.0,3.8,Low
4194,USR104194,Pratyush Soman,Female,39.0,Teacher,Delhi,2025-10-26,October,2025.0,Food,Amazon,5929.0,151060.0,83053.15,138147.0,3.92,Net Banking,Completed,Yes,626.0,4.9,Low
4196,USR104196,Pratyush Soman,Female,40.0,Business Owner,Delhi,2024-03-30,March,2024.0,Insurance,LIC,1829.0,60039.0,83326.36,134653.0,7.44,Wallet,Completed,Yes,626.0,4.4,Low
4197,USR104197,Advika Mane,Male,44.0,Analyst,Pune,2024-04-03,April,2024.0,Food,Zomato,2044.0,60039.0,36600.59,24024.0,5.76,Net Banking,Completed,Yes,451.0,3.1,Low
4198,USR104198,Pratyush Soman,Female,30.0,Student,Hyderabad,2026-05-04,May,2026.0,Food,Landlord,4922.0,61806.0,34417.72,34261.0,38.86,Debit Card,Completed,Yes,758.0,3.1,Medium
4199,USR100029,Manthan Kannan,Female,48.0,Sales Executive,Bengaluru,2024-12-27,December,2024.0,Food,Restaurant,5363.0,34036.0,24646.46,17111.0,15.76,UPI,Completed,No,381.0,3.8,Low
4201,USR100029,Pratyush Soman,Male,20.0,Teacher,Kochi,2024-02-11,June,2025.0,Food,Apollo,2451.0,27091.0,18474.37,17508.0,9.05,Cash,Completed,No,594.0,2.9,Low
4202,USR104202,Raksha Nath,Male,59.0,Analyst,Bengaluru,2024-01-05,June,2024.0,Transport,Ola,4922.0,60039.0,21979.97,38119.0,2.45,Cash,Completed,No,626.0,4.1,Low
4203,USR100029,Rehaan Prabhakar,Female,32.0,Sales Executive,Coimbatore,2025-08-29,August,2025.0,Utilities,TNEB,5676.0,60039.0,45816.93,49256.0,9.16,Credit Card,Completed,Yes,486.0,3.9,Low
4204,USR104204,Pratyush Soman,Female,58.0,Designer,Bengaluru,2023-11-07,November,2023.0,Insurance,HDFC Ergo,7028.0,45691.0,27459.18,31500.0,15.38,Cash,Completed,Yes,362.0,2.8,Low
4205,USR104205,Dayita Cherian,Male,53.0,Sales Executive,Bengaluru,2026-03-25,March,2026.0,Food,Flipkart,4721.0,80754.0,47291.84,72296.0,5.85,Net Banking,Completed,Yes,582.0,3.7,Low
4206,USR104206,Wakeeta De,Female,53.0,Student,Mumbai,2023-04-09,April,2023.0,Shopping,Amazon,4922.0,25070.0,12317.65,47297.0,4.36,Credit Card,Completed,Yes,734.0,3.2,Low
4207,USR104207,Diya Dasgupta,Male,39.0,Analyst,Pune,2025-05-02,May,2025.0,Entertainment,PVR,3161.0,26415.0,16543.2,19587.0,11.97,Debit Card,Completed,No,829.0,4.1,Low
4208,USR104208,Ekaraj Kuruvilla,Female,26.0,Designer,Bengaluru,2023-04-16,April,2023.0,Food,Zomato,4922.0,60039.0,73010.71,138119.0,5.15,Net Banking,Completed,No,626.0,3.8,Low
4210,USR104210,Balveer Balakrishnan,Male,51.0,Business Owner,Hyderabad,2026-05-25,May,2026.0,Entertainment,PVR,179.0,34960.0,23910.84,31814.0,0.51,Credit Card,Completed,Yes,697.0,4.0,Low
4211,USR104211,Jack Wason,Female,35.0,Designer,Kochi,2023-09-11,June,2023.0,Healthcare,Apollo,7989.0,79466.0,47016.0,65895.0,10.05,Net Banking,Completed,No,363.0,4.3,Low
4212,USR104212,Gavin Kaul,Female,27.0,Analyst,Hyderabad,2024-01-31,January,2024.0,Food,Restaurant,4922.0,97796.0,45825.35,81520.0,7.13,Wallet,Completed,No,589.0,4.4,Low
4214,USR104214,Kala Tank,Female,31.0,Doctor,Mumbai,2025-02-11,February,2025.0,Education,Udemy,462.0,59502.0,36600.59,50505.0,0.78,Cash,Completed,Yes,373.0,4.6,Low
4215,USR104215,Turvi Dutta,Female,21.0,Teacher,Mumbai,2024-10-05,October,2024.0,Transport,Uber,1987.0,45011.0,32795.16,47297.0,4.41,Wallet,Completed,No,403.0,3.9,Low
4216,USR100029,Nisha Vohra,Female,44.0,Sales Executive,Delhi,2025-11-16,November,2025.0,Healthcare,Apollo,7803.0,44245.0,29307.34,47297.0,17.64,Wallet,Pending,No,864.0,4.7,Low
4217,USR104217,Raghav Sawhney,Male,36.0,Analyst,Pune,2024-02-11,June,2023.0,Food,Zomato,7889.0,57607.0,36818.7,46066.0,13.69,Credit Card,Completed,No,626.0,2.9,Low
4218,USR104218,Fariq Mittal,Male,36.0,Sales Executive,Bengaluru,2024-06-29,June,2024.0,Insurance,LIC,4922.0,34230.0,36600.59,25015.0,14.75,Wallet,Completed,Yes,690.0,3.2,Low
4219,USR104219,Anthony Dora,Male,19.0,Teacher,Bengaluru,2025-12-04,December,2025.0,Transport,Metro,4922.0,97449.0,36600.59,89492.0,0.11,Debit Card,Completed,No,379.0,3.4,Low
4221,USR100029,Kabir Jaggi,Female,39.0,Designer,Pune,2025-02-01,February,2025.0,Utilities,Swiggy,1759.0,77608.0,41216.65,68909.0,7.44,Wallet,Completed,Yes,880.0,5.0,Low
